	Text	Topic	TextSrcInre	Para_No	ADU_Type	labelValue	Features
1152	"This is to say, the ""weaker"" gender as often be thought has enough right as well as ability to contribute to the development of human beings just like any other men, not to mention they even perform better in some fields."	Nowadays there are more opportunities for women than there were in the past	"This is to say, the ""weaker"" gender as often be thought has enough right as well as ability to contribute to the development of human beings just like any other men, not to mention they even perform better in some fields."	2.0	ADU	3	Elaboration , Body
1074	With technological advances, children have more access to modern games currently.	Traditional games or modern games in developing children's skills	With technological advances, children have more access to modern games currently.	1.0	Non-ADU	0	Prompt , Introduction
4413	Think about the big project that a group is working on, if any group member has new idea about the project, he/she can assemble his/her colleges right away and discuss.	Working at home vs Working in a company	Think about the big project that a group is working on, if any group member has new idea about the project, he/she can assemble his/her colleges right away and discuss.	2.0	ADU	3	Elaboration , Body
3239	In addition to the previous point, various zoos do not have the proper implements or policies that assure the quality of animal care.	Should animals be free or live in zoos?	In addition to the previous point, various zoos do not have the proper implements or policies that assure the quality of animal care.	3.0	ADU	2	Transition , Body
2109	However, from my limited understanding, I just doubt the credibility of that saying.	Living in a higher pace is better	However, from my limited understanding, I just doubt the credibility of that saying.	4.0	Non-ADU	0	Elaboration , Body
1112	In the past, only when people went to the local place could they experience the specific traditional lifestyles.	Technology keeps traditional skills and ways of life alive or not?	In the past, only when people went to the local place could they experience the specific traditional lifestyles.	2.0	ADU	3	Elaboration , Body
5887	However, as far as I am concerned, I strongly agree with the view that this great invention causes many social problems.	"Mobile phone; ""Iron man"" / ""Weichat"" - destroy social interactions?"	However, as far as I am concerned, I strongly agree with the view that this great invention causes many social problems.	1.0	ADU	1	Thesis , Introduction
6574	"Large amount of violence in television programs

Excessive violence in television programs has been one of the major concerns facing society."	Large amount of violence in television programs	"Large amount of violence in television programs

Excessive violence in television programs has been one of the major concerns facing society."	0.0	Non-ADU	0	Prompt , Introduction
4029	Benefit from those effective measures, there may be an obvious effect on the reducing of criminal rate.	A man 's manner is a mirror that reflects his virtues	Benefit from those effective measures, there may be an obvious effect on the reducing of criminal rate.	4.0	ADU	3	Transition , Body
2947	"I believe it is a good idea to build a large shopping center in our community

I believe that it is a good idea to build a large shopping center in our community."	I believe it is a good idea to build a large shopping center in our community	"I believe it is a good idea to build a large shopping center in our community

I believe that it is a good idea to build a large shopping center in our community."	0.0	ADU	1	Prompt , Introduction
6408	This means the young generation can solely get access to their ancestor's early life through books and images, which otherwise would be much more easily absorbed.	The maintenance of traditional skills and ways of life?	This means the young generation can solely get access to their ancestor's early life through books and images, which otherwise would be much more easily absorbed.	2.0	ADU	3	Transition , Body
6126	Nowadays people, especially inhabitants of cities, are spending most of their time on sitting in front of TV or other tools.	Recent medical problems and sedentary lifestyle.	Nowadays people, especially inhabitants of cities, are spending most of their time on sitting in front of TV or other tools.	2.0	ADU	3	Transition , Body
2446	However, in my view, reading fiction is more enjoyable than watching movies for the following reasons.	Reading fictions is more pleasant	However, in my view, reading fiction is more enjoyable than watching movies for the following reasons.	1.0	ADU	1	Elaboration , Introduction
5714	Computers have an important role in social and personal life.	People benefit more from coming computers into their lives	Computers have an important role in social and personal life.	3.0	ADU	2	Prompt , Body
2074	Everyday, I walk on hard roads, breath in polluted air, and live in a limited space.	People are put too much focus on making wealth and progress in technology	Everyday, I walk on hard roads, breath in polluted air, and live in a limited space.	3.0	ADU	3	Elaboration , Body
1318	That is because, many zoos, especially the ones in developing countries, do not provide care and attention which their animals require.	Keeping animals in zoos	That is because, many zoos, especially the ones in developing countries, do not provide care and attention which their animals require.	2.0	ADU	3	Transition , Body
1451	"The expression ""Never, never give up"" means keep trying and never stop working

Many individuals throughout their life face with at least one failure in different areas such as education, love and economy."	"The expression ""Never, never give up"" means keep trying and never stop working"	"The expression ""Never, never give up"" means keep trying and never stop working

Many individuals throughout their life face with at least one failure in different areas such as education, love and economy."	0.0	Non-ADU	0	Transition , Introduction
537	In conclusion, I would rather classify myself in the proponents of globalization as a speeding factor of global progress.	Effects of globalization	In conclusion, I would rather classify myself in the proponents of globalization as a speeding factor of global progress.	5.0	ADU	1	Transition , Conclusion
15	Therefore without the cooperation, there would be no victory of competition.	Should students be taught to compete or to cooperate?	Therefore without the cooperation, there would be no victory of competition.	3.0	ADU	2	Transition , Body
5515	Some work cannot tolerate any mistakes at all, for instance, in official missions like the work done by NASA, a tiny mistake can be catastrophic.	Extraordinarily cautious is important since rough work is intolerable	Some work cannot tolerate any mistakes at all, for instance, in official missions like the work done by NASA, a tiny mistake can be catastrophic.	4.0	ADU	2	Transition , Body
5526	Another thing that put big cities in front of small towns is the facilitates and services it contains which support and improve the quality of its inhabitants' lives, hospitals, advanced medical facilities can satisfy one's need of medical safety.	Living in big cities or living in small towns	Another thing that put big cities in front of small towns is the facilitates and services it contains which support and improve the quality of its inhabitants' lives, hospitals, advanced medical facilities can satisfy one's need of medical safety.	3.0	ADU	2	MainIdea , Rebuttal
299	The job selection criteria are pre decided.	Gender Equality at university admission	The job selection criteria are pre decided.	3.0	ADU	3	Elaboration , Body
629	For many centuries, outer space has been one of the most favourable realms of study.	Why should human beings travel to outer space?	For many centuries, outer space has been one of the most favourable realms of study.	1.0	Non-ADU	0	Prompt , Introduction
4699	First time I spend the whole money to eat at school and my money finished.	Children managing their own money - best way to learn responsibility	First time I spend the whole money to eat at school and my money finished.	2.0	ADU	3	Elaboration , Body
1589	Because a large number of people will gather in the host city for sport events, there are many good opportunities for discovering different cultures.	Roles of international sports events	Because a large number of people will gather in the host city for sport events, there are many good opportunities for discovering different cultures.	2.0	ADU	3	Transition , Body
2064	Advances in technology do help humans to solve abundant of problems; however it also deprives of some things that we had.	People are put too much focus on making wealth and progress in technology	Advances in technology do help humans to solve abundant of problems; however it also deprives of some things that we had.	1.0	Non-ADU	0	Transition , Introduction
6298	The problem off traffic overload, caused by overpopulation, has aroused interest of many city planners.	Way to reduce the amount of traffic?	The problem off traffic overload, caused by overpopulation, has aroused interest of many city planners.	1.0	Non-ADU	0	Prompt , Introduction
1868	There are several reasons why teachers will never be replaced by computers.	There will be soon no role for teachers in classrooms	There are several reasons why teachers will never be replaced by computers.	2.0	Non-ADU	0	Transition , Body
727	After all, it is beneficial to the society as a whole when the jobless can make contribution again.	Should governments be responsible to help the unemployed and homeless	After all, it is beneficial to the society as a whole when the jobless can make contribution again.	4.0	ADU	3	Transition , Body
1091	Recently, some people argue that government should invest more on medical care and education rather than on entertaining or sports facilities.	Government shouldn't put money on building theaters or sports stadiums	Recently, some people argue that government should invest more on medical care and education rather than on entertaining or sports facilities.	1.0	ADU	1	Rebuttal , Introduction
4162	If people do not own cars they are likely to stay in their hometown or village most of their life.	People are now able to overcome long distances in a short amount of time	If people do not own cars they are likely to stay in their hometown or village most of their life.	4.0	ADU	3	Elaboration , Body
1404	This is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced.	Use of CCTV cameras	This is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced.	2.0	ADU	3	Prompt , Body
6072	Instead of waiting for next publication, people can get trustworthy information about the current incidents from internet within an hour or two.	Internet will end the era of newspapers and magazines	Instead of waiting for next publication, people can get trustworthy information about the current incidents from internet within an hour or two.	2.0	ADU	3	Transition , Body
2895	As a result, serious movie tell you how to see the world in a different way.	Serious or entertaining movies	As a result, serious movie tell you how to see the world in a different way.	4.0	ADU	2	Transition , Body
1250	And a much debated issue these days is whether or not the government should be responsible for citizens' health care and education.	Government should be responsible for education and health care or not?	And a much debated issue these days is whether or not the government should be responsible for citizens' health care and education.	1.0	Non-ADU	0	Prompt , Introduction
739	In conclusion, the main function of a university remains as the provision of knowledge and access to resources.	True function of a university	In conclusion, the main function of a university remains as the provision of knowledge and access to resources.	4.0	ADU	1	Transition , Conclusion
1555	This is a convenient way of relaxation after hard work.	The popularity of news media	This is a convenient way of relaxation after hard work.	2.0	ADU	3	Elaboration , Body
5974	In a field of art, modern artist may receive high salary for their masterpiece creation while labors should be break their bone for years to get similar amount of money.	High sum of money of modern artist	In a field of art, modern artist may receive high salary for their masterpiece creation while labors should be break their bone for years to get similar amount of money.	1.0	Non-ADU	0	Transition , Introduction
138	In conclusion, there are many valuable factors about roommate that are important.	Roommates quality and their importance	In conclusion, there are many valuable factors about roommate that are important.	4.0	Non-ADU	0	Transition , Conclusion
4426	In my opinion, I believe that once you are unique enough, you are already on the way to success.	Once you are unique enough, you are already on the way to success	In my opinion, I believe that once you are unique enough, you are already on the way to success.	1.0	ADU	1	Prompt , Introduction
6584	For whom, such media sources are mere materials of relaxation and entertainment.	Large amount of violence in television programs	For whom, such media sources are mere materials of relaxation and entertainment.	3.0	ADU	3	Elaboration , Body
2920	To my astonishment, Jadeite cabbage is the most famous artistic work, which is made of jade, is vividly shown.	Why people visit museums?	To my astonishment, Jadeite cabbage is the most famous artistic work, which is made of jade, is vividly shown.	3.0	ADU	3	Elaboration , Body
2368	Still, I an firmly convinced that the reasons I have proposed in favor of my sentiment are much more tenable and cogent.	Improving facilities is the best way	Still, I an firmly convinced that the reasons I have proposed in favor of my sentiment are much more tenable and cogent.	5.0	Non-ADU	0	Elaboration , Conclusion
6117	For instance, many good medicines cost vast amounts of money, which cannot be afforded by poorer families.	Children from poorer families are more successful in the future life.	For instance, many good medicines cost vast amounts of money, which cannot be afforded by poorer families.	3.0	ADU	3	Transition , Body
6354	After analyzing smoke illegalization in public places in Sri Lanka, it has been proven benefits people enjoy this arrangement.	Smoking should be made prohibited in public places	After analyzing smoke illegalization in public places in Sri Lanka, it has been proven benefits people enjoy this arrangement.	4.0	ADU	1	Prompt , Conclusion
5383	As far as I am concerned, both choices have their own advantages and disadvantages.	Dormitory or apartment?	As far as I am concerned, both choices have their own advantages and disadvantages.	1.0	ADU	1	Elaboration , Introduction
1915	If people don't use air conditioners, automobiles and other such things that technology has brought us, then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment.	Can technology alone solve the world's environmental problems?	If people don't use air conditioners, automobiles and other such things that technology has brought us, then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment.	2.0	ADU	3	Transition , Body
1394	On top of that, till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment.	Giving mobile phones to the unemployed	On top of that, till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment.	4.0	ADU	2	Transition , Body
6128	Firstly, the environment of the modern world polluted very significantly from greenhouse gas emissions and other gasses.	Recent medical problems and sedentary lifestyle.	Firstly, the environment of the modern world polluted very significantly from greenhouse gas emissions and other gasses.	3.0	ADU	3	MainIdea , Rebuttal
3042	While the money is not given to individual students, these contributions are not trivial.	Should the Government Provide Free College?	While the money is not given to individual students, these contributions are not trivial.	4.0	ADU	3	Transition , Body
5102	First of all, doing research is a method of self-improvement for professors.	Professors should do more research or teach students?	First of all, doing research is a method of self-improvement for professors.	2.0	ADU	3	Transition , Body
6680	In these games, children are rewarded to help their characters to kill or shoot monsters or characters controlled by other players, and this many lead to development of aggressive feelings, thoughts and behaviors.	Mobile phones: faster communication vs social problems	In these games, children are rewarded to help their characters to kill or shoot monsters or characters controlled by other players, and this many lead to development of aggressive feelings, thoughts and behaviors.	3.0	ADU	3	Elaboration , Body
2101	The first and foremost reason lies in the inevitable fact that we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam.	Living in a higher pace is better	The first and foremost reason lies in the inevitable fact that we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam.	2.0	ADU	3	Elaboration , Body
5209	Also, I think its better that people learn foreign language in their own country.	Which is better- Learning foreign language in home or host country?	Also, I think its better that people learn foreign language in their own country.	1.0	ADU	1	Thesis , Introduction
2591	"The gossip-based information dramatically influenced the prices and only after official announcement the ""salt-panic"" was over."	Gossip-based information	"The gossip-based information dramatically influenced the prices and only after official announcement the ""salt-panic"" was over."	3.0	ADU	3	Prompt , Body
1038	It helps them how to behave and cooperate and work together.	Should universities accept equal number of males/females or not	It helps them how to behave and cooperate and work together.	3.0	ADU	3	Elaboration , Body
912	This type of approach is a hurdle in promoting creative minds.	Creativity - should it be given freedom or restrictions	This type of approach is a hurdle in promoting creative minds.	3.0	ADU	3	Elaboration , Body
4961	This experience change me to concern about making plan for my future life.	Experiences that have shaped your outlook and the way you live	This experience change me to concern about making plan for my future life.	4.0	ADU	3	Elaboration , Body
5517	In such circumstances, even when the scientists want to finish off quickly, but they couldn't miss even a single part of the mission since it may trigger loads of problems.	Extraordinarily cautious is important since rough work is intolerable	In such circumstances, even when the scientists want to finish off quickly, but they couldn't miss even a single part of the mission since it may trigger loads of problems.	4.0	ADU	3	Elaboration , Body
5883	They should teach their children how to distinguish shortcoming stars from truly talented ones and to put right priorities in life.	Question about the influence of the media coverage of celebrities	They should teach their children how to distinguish shortcoming stars from truly talented ones and to put right priorities in life.	4.0	Non-ADU	0	Elaboration , Conclusion
6259	However, in my point of view, it is still of great importance to remain the harmonious coexistence of both sides for the smooth sailing of the company.	Old and young workers	However, in my point of view, it is still of great importance to remain the harmonious coexistence of both sides for the smooth sailing of the company.	5.0	ADU	1	Transition , Conclusion
1855	Secondly, in the area of education, it is generally agreed that poorer countries often lack of teachers in schools as well as lecturers in higher education institutions.	Richer nations should help poorer nations in health, education and trade	Secondly, in the area of education, it is generally agreed that poorer countries often lack of teachers in schools as well as lecturers in higher education institutions.	3.0	ADU	3	Transition , Body
5460	That is to say, students have a better environment to working on their assignments so the quality of their assignments will improve.	I'm against providing more money to professors	That is to say, students have a better environment to working on their assignments so the quality of their assignments will improve.	2.0	ADU	3	Transition , Body
2776	As a result, the project cannot being done.	Computers have made it possible for office workers to do their work	As a result, the project cannot being done.	3.0	ADU	3	Transition , Body
5769	One of the difficulties was some of his histories, such as Mickey Mouse and Three Little Pigs, were turned down.	The biggest risk is not taking any risk	One of the difficulties was some of his histories, such as Mickey Mouse and Three Little Pigs, were turned down.	3.0	ADU	3	Transition , Body
1277	What the zoos should do is improvement of the management system and use the income wisely in preserving wild animals better.	Zoos should be banned	What the zoos should do is improvement of the management system and use the income wisely in preserving wild animals better.	5.0	Non-ADU	0	Suggestion , Conclusion
3535	It is more important for a person to success in life than to success only academically.	Non academic subjects should be removed from syllabus	It is more important for a person to success in life than to success only academically.	3.0	ADU	3	Elaboration , Body
4420	Moreover, people who work at home are more likely to miss the important events happening in the office, like some announcements from the boss.	Working at home vs Working in a company	Moreover, people who work at home are more likely to miss the important events happening in the office, like some announcements from the boss.	3.0	ADU	3	Transition , Body
5420	Gaining more skills by study, having more than one job, and handling more tasks are the benefits of it which overweighs its disadvantages.	More important to work quickly and risk making mistakes	Gaining more skills by study, having more than one job, and handling more tasks are the benefits of it which overweighs its disadvantages.	5.0	ADU	2	Prompt , Conclusion
599	When they garther together to encourage their team, they will show their patriotic emotions.	International sporting occasions help to ease international tensions	When they garther together to encourage their team, they will show their patriotic emotions.	3.0	ADU	3	Elaboration , Body
3358	Nowadays, an increasing amount of people pay more attention to conservation; therefore, sponsoring conservation is a more efficient method of advertising.	Spending money on supporting art or protecting environment	Nowadays, an increasing amount of people pay more attention to conservation; therefore, sponsoring conservation is a more efficient method of advertising.	3.0	ADU	3	Conclusion , Body
1907	Hence, this type of talent has to be valued as other types of talents such as talent in science or literature.	Funding artists	Hence, this type of talent has to be valued as other types of talents such as talent in science or literature.	4.0	ADU	3	Transition , Body
4217	First of all, a worker's salary can properly reflect his/her competence and value on his/her career.	Should we pay professional athletes (entertainers) a high salary?	First of all, a worker's salary can properly reflect his/her competence and value on his/her career.	2.0	ADU	3	Transition , Body
6563	In the following paragraphs, both sides of the above matter as well as my own view's explanations would be analyzed and given, respectively.	Negative effects of technological process	In the following paragraphs, both sides of the above matter as well as my own view's explanations would be analyzed and given, respectively.	1.0	Non-ADU	0	Transition , Introduction
6285	In addition, in some cases that traditional way can not replace by a new technology.	Traditional skills and ways are always valuable and will last forever	In addition, in some cases that traditional way can not replace by a new technology.	3.0	ADU	2	Transition , Body
2003	In the first place, there is no doubt that parents and other adult relatives are more experienced towards children, therefore they are the best advisor for their children.	Parents or other adult relatives should make important decisions for their olde	In the first place, there is no doubt that parents and other adult relatives are more experienced towards children, therefore they are the best advisor for their children.	2.0	ADU	2	Transition , Body
1132	I absolutely agree that restrictions on exposure to adolescents should apply as adolescents are not mature enough to avoid being led astray by these contents; however, in the case of adults being the audience, there's really nothing to hide – these negative things objectively exist on this planet and it is impossible for adults to be brain-washed only because of some pieces of creative art.	Creative Artists	I absolutely agree that restrictions on exposure to adolescents should apply as adolescents are not mature enough to avoid being led astray by these contents; however, in the case of adults being the audience, there's really nothing to hide – these negative things objectively exist on this planet and it is impossible for adults to be brain-washed only because of some pieces of creative art.	3.0	ADU	2	Transition , Body
6404	It is argued that these so-called cultural invasions will result in the distinction of national traditions, and there is no need to maintain them.	The maintenance of traditional skills and ways of life?	It is argued that these so-called cultural invasions will result in the distinction of national traditions, and there is no need to maintain them.	1.0	Non-ADU	0	Elaboration , Introduction
1806	Some people believe that paying tax is the only responsibility of citizens, while others disagree and think that being a person in society involves more responsibilities.	Citizen's only responsibility is to pay taxes	Some people believe that paying tax is the only responsibility of citizens, while others disagree and think that being a person in society involves more responsibilities.	1.0	Non-ADU	0	Thesis , Introduction
1341	Looking from another perspective, there are certain drawbacks if artists are not restricted.	Artists' freedom to express ideas	Looking from another perspective, there are certain drawbacks if artists are not restricted.	4.0	Non-ADU	0	MainIdea , Body
5570	From another point of view, traffic jam is a natural phenomenon that nobody is able to shun or ban; so it is out of drivers' control.	Drivers have to pay a fee for driving in Rush Hour	From another point of view, traffic jam is a natural phenomenon that nobody is able to shun or ban; so it is out of drivers' control.	2.0	ADU	3	MainIdea , Body
6490	In my opinion, it will yield more negative results than positive ones.	University education restriction	In my opinion, it will yield more negative results than positive ones.	5.0	ADU	3	Elaboration , Conclusion
6567	However, some negative aspects of technological process need to be mentioned clearly.	Negative effects of technological process	However, some negative aspects of technological process need to be mentioned clearly.	3.0	Non-ADU	0	Rebuttal , Body
2146	However, a modern trend reveals that new generations are more interested to perform several jobs and also would like to gain multiple higher educational certificates in order to earn more and to gain financial security.	People are now more conscious to gain more educational qualification	However, a modern trend reveals that new generations are more interested to perform several jobs and also would like to gain multiple higher educational certificates in order to earn more and to gain financial security.	1.0	Non-ADU	0	Transition , Introduction
6772	On the other hand, universities should encourage more girls to choose science subjects and more boys to study the humanities, and this could avoid imbalance of gender in some subjects.	We can not forcedly put the same numbers of males and females into every subject	On the other hand, universities should encourage more girls to choose science subjects and more boys to study the humanities, and this could avoid imbalance of gender in some subjects.	4.0	ADU	2	Suggestion , Body
6345	Thus, it is argued that smoking should be made prohibited in public places such as bus and railway stations.	Smoking should be made prohibited in public places	Thus, it is argued that smoking should be made prohibited in public places such as bus and railway stations.	1.0	ADU	1	Transition , Introduction
1630	Probably some might take some short term courses instead of proper and complete university education, which will help them to get a better job and salaries.	Taking a break before starting higher education is a good idea	Probably some might take some short term courses instead of proper and complete university education, which will help them to get a better job and salaries.	3.0	ADU	3	Elaboration , Body
1741	Fortunately, there are other measures to improve the situation.	Should the cost of medicines be reduced?	Fortunately, there are other measures to improve the situation.	4.0	ADU	2	Transition , Body
3540	Moreover, parents are usually too busy with their daily jobs to teach their children the life skills.	Non academic subjects should be removed from syllabus	Moreover, parents are usually too busy with their daily jobs to teach their children the life skills.	4.0	ADU	3	Transition , Body
107	At this point, newspapers' production will have to face environmentalists on its way to be alive.	Will newspapers become a thing of the past?	At this point, newspapers' production will have to face environmentalists on its way to be alive.	4.0	ADU	2	Prompt , Body
563	By casting famous singers in their television advertisement, motorcycles or clothes for example, sales increase significantly since youngsters, as the target consumers, love celebrities.	High sales reflect power of advertising and not the real need	By casting famous singers in their television advertisement, motorcycles or clothes for example, sales increase significantly since youngsters, as the target consumers, love celebrities.	2.0	ADU	3	Support , Body
6199	Teachers think that students get affected too as they can not clear their doubts in study topics instantly.	The option to work or study from home is advantage or disadvantage	Teachers think that students get affected too as they can not clear their doubts in study topics instantly.	3.0	ADU	3	Elaboration , Body
4387	"Sometimes it is good to learn with a teacher and sometimes on my own

Different people prefer different styles of learning."	Sometimes it is good to learn with a teacher and sometimes on my own	"Sometimes it is good to learn with a teacher and sometimes on my own

Different people prefer different styles of learning."	0.0	ADU	2	Prompt , Introduction
6309	The city itself will be absolved of enduring the influx of immigrants as well as unemployed people.	Way to reduce the amount of traffic?	The city itself will be absolved of enduring the influx of immigrants as well as unemployed people.	3.0	ADU	2	Transition , Body
5146	Ancient people would probably think that we are like magicians.	Technology designed to make people's lives simpler often make them more complicated	Ancient people would probably think that we are like magicians.	1.0	Non-ADU	0	Thesis , Introduction
2970	In the frenetic, fast-paced world, it is a very common predicament that all of us, from the young to the senior, feel depressed caused by stress, such as financial problems, exam stress, relationship difficulties and work overload.	What is a very important skill a person should learn	In the frenetic, fast-paced world, it is a very common predicament that all of us, from the young to the senior, feel depressed caused by stress, such as financial problems, exam stress, relationship difficulties and work overload.	3.0	ADU	3	Transition , Body
3453	Intrinsic motivation is known to be much more desirable because it leads to better learning and well-being.	Should students be required to attend classes?	Intrinsic motivation is known to be much more desirable because it leads to better learning and well-being.	5.0	ADU	3	Prompt , Body
2103	Therefore, we can start to agree that we have to be eager in our lives.	Living in a higher pace is better	Therefore, we can start to agree that we have to be eager in our lives.	2.0	ADU	2	Thesis , Body
6279	I totally disagree this opinion.	Traditional skills and ways are always valuable and will last forever	I totally disagree this opinion.	1.0	Non-ADU	0	Thesis , Introduction
6488	Apart from the disheartened ones, many devoiding of neccessary preparations are likely to be recipes for failure when applying for jobs, mostly the white-collar ones.	University education restriction	Apart from the disheartened ones, many devoiding of neccessary preparations are likely to be recipes for failure when applying for jobs, mostly the white-collar ones.	4.0	ADU	3	Elaboration , Body
2864	The zoo is a great reason for spending time with the family, it is a great activity that can be enjoyed every family member, from little children to grandparents.	Zoos have no useful purpose?	The zoo is a great reason for spending time with the family, it is a great activity that can be enjoyed every family member, from little children to grandparents.	2.0	ADU	2	Elaboration , Body
4935	This make students have healthier life which online class cannot provide.	Should replace normal classroom with online computer classes?	This make students have healthier life which online class cannot provide.	4.0	ADU	3	Prompt , Body
426	Whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need, especially for children who are growing up.	Prepared Food	Whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need, especially for children who are growing up.	3.0	ADU	3	Transition , Body
493	In this essay, several reasons will be described carefully in the following passages.	Alternative forms of transport to alleviate traffic congestion	In this essay, several reasons will be described carefully in the following passages.	1.0	Non-ADU	0	Elaboration , Introduction
2294	It is not to say, of course, that other points of view are completely without merit.	More convincing	It is not to say, of course, that other points of view are completely without merit.	5.0	Non-ADU	0	Elaboration , Conclusion
887	In my country, English is a required course from elementary school.	Influence of English - advantages outweigh the disadvantages	In my country, English is a required course from elementary school.	2.0	ADU	3	Elaboration , Body
2800	Some students enjoy taking part in some research.	The precondition of doing research by professors	Some students enjoy taking part in some research.	4.0	ADU	3	Prompt , Body
3588	This, on the other hand, can indirectly decrease the restaurants' popularity because fewer people are willing to consume there due to their unpleasant experiences.	Smoking should not be promitted in restaurants or other public places	This, on the other hand, can indirectly decrease the restaurants' popularity because fewer people are willing to consume there due to their unpleasant experiences.	3.0	ADU	3	Transition , Body
4060	While I accept that job can offer happiness to some people, I believe that living environment is more important than job for most of us.	Your job has more effect on your happiness than your living environment does	While I accept that job can offer happiness to some people, I believe that living environment is more important than job for most of us.	1.0	ADU	1	Transition , Introduction
5561	I also became more casual and social with others, this experience increased my communication skill and social speaking skills.	Every experience always gives us something to learn and keep for life	I also became more casual and social with others, this experience increased my communication skill and social speaking skills.	4.0	ADU	3	Elaboration , Body
6673	However, I believe, this great invention in the 21st century causes many problems in our society.	Mobile phones: faster communication vs social problems	However, I believe, this great invention in the 21st century causes many problems in our society.	1.0	ADU	1	Rebuttal , Introduction
5656	I think when we leave school, maybe we will forget parts of the lessons we learn at school if we do not experience them in life, but I strongly believe we will never forget what our parents have taught us because we use it every day.	Parents are our teachers from the very early time in our life	I think when we leave school, maybe we will forget parts of the lessons we learn at school if we do not experience them in life, but I strongly believe we will never forget what our parents have taught us because we use it every day.	3.0	ADU	2	Elaboration , Body
3579	However, one should not be encouraged to smoke as the cost of other people's health.	Smoking should not be promitted in restaurants or other public places	However, one should not be encouraged to smoke as the cost of other people's health.	1.0	Non-ADU	0	Rebuttal , Introduction
5544	Thus, only government can cope with it by utilizing its enormous resource like dollars and effectiveness.	New building construction hold the right to gain more money from government	Thus, only government can cope with it by utilizing its enormous resource like dollars and effectiveness.	3.0	ADU	3	Transition , Rebuttal
6384	In conclusion, despite the contribution of IT to the society, its effect on the users' independence and prositution should not be out of concern.	Future information technology: positive or negative?	In conclusion, despite the contribution of IT to the society, its effect on the users' independence and prositution should not be out of concern.	4.0	ADU	2	Transition , Conclusion
1826	Recent studies point out that animals are neglected and treated poorly, which influences their reactions to drugs.	Testing on animals and keeping them in unnatural conditions	Recent studies point out that animals are neglected and treated poorly, which influences their reactions to drugs.	3.0	ADU	3	Prompt , Body
3503	"University education restriction

Universtiy is an entrance to life."	University education restriction	"University education restriction

Universtiy is an entrance to life."	0.0	Non-ADU	0	Prompt , Introduction
2742	Cultural life of a metropolis is always an entertaining one.	Small town vs. Big city (opportunities, entertainment, job places)	Cultural life of a metropolis is always an entertaining one.	4.0	ADU	2	Elaboration , Body
644	As a conclusion, I personally think that human beings should travel to outer space.	Why should human beings travel to outer space?	As a conclusion, I personally think that human beings should travel to outer space.	5.0	ADU	1	Prompt , Conclusion
1905	Another reason why artists should be helped is because talent in art is extremely precious and should not be wasted.	Funding artists	Another reason why artists should be helped is because talent in art is extremely precious and should not be wasted.	4.0	ADU	2	MainIdea , Body
4291	For example, in law class, students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them.	How teachers can make the subject interesting to students!	For example, in law class, students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them.	3.0	ADU	3	Elaboration , Body
4948	I could adapt this method to use my real life.	Experiences that have shaped your outlook and the way you live	I could adapt this method to use my real life.	2.0	ADU	3	Elaboration , Body
1014	Nanotechnology is working to make computers to the order of microscopic levels.	Computers - use, future prospects and over-dependence	Nanotechnology is working to make computers to the order of microscopic levels.	3.0	ADU	3	Prompt , Body
5602	Therefore, parents should encourage students to take the part-time job.	The part-time job can let students experience the real adult life and know more about it	Therefore, parents should encourage students to take the part-time job.	5.0	ADU	1	Prompt , Conclusion
4654	Thus, these types of communications make me feel personal.	Telephones and emails have made personal communication less required	Thus, these types of communications make me feel personal.	3.0	ADU	3	Transition , Body
976	"Is a break good or bad after high school for students

Studies are an essential part of life."	Is a break good or bad after high school for students	"Is a break good or bad after high school for students

Studies are an essential part of life."	0.0	Non-ADU	0	Prompt , Introduction
4296	However, since the budget and the recourse are limited, governments must choose between these two issues.	Environmental protection vs Economic developments	However, since the budget and the recourse are limited, governments must choose between these two issues.	1.0	Non-ADU	0	Rebuttal , Introduction
4080	Voice mail, e-mail, telephone or just traditional way: face-to-face.	E-mail or Voice mail Versus Telephone or face to face	Voice mail, e-mail, telephone or just traditional way: face-to-face.	1.0	Non-ADU	0	Prompt , Introduction
671	In addition, the younger generations can help them generate new ideas as the students are not bound to restricted workload and they tend to have greater imagination, which can be essentially helpful when they are making a new advertisement or slogan.	Benefits of students' unpaid work	In addition, the younger generations can help them generate new ideas as the students are not bound to restricted workload and they tend to have greater imagination, which can be essentially helpful when they are making a new advertisement or slogan.	3.0	ADU	3	Elaboration , Body
5468	In addition, will the university filter all the professors overall?	I'm against providing more money to professors	In addition, will the university filter all the professors overall?	3.0	Non-ADU	0	Transition , Body
